founded,industry,count
2001,animation,66
2001,fishery,24
2001,veterinary,115
2001,photography,348
2001,computer hardware,279
2001,chemicals,409
2001,hospital & health care,1254
2001,wholesale,568
2001,industrial automation,533
2001,transportation/trucking/railroad,661
2002,transportation/trucking/railroad,630
2002,animation,100
2002,broadcast media,283
2002,semiconductors,123
2002,ranching,23
2002,management consulting,3001
2002,wine and spirits,199
2002,computer networking,287
2002,public safety,109
2002,capital markets,57
2002,pharmaceuticals,475
2002,civic & social organization,475
2002,"glass, ceramics & concrete",60
2002,facilities services,538
2002,tobacco,13
2002,research,494
2002,information technology and services,7076
2002,wireless,129
2002,restaurants,283
2002,food & beverages,761
2002,renewables & environment,532
2002,commercial real estate,168
2002,building materials,553
2002,environmental services,831
2002,events services,988
2002,program development,157
2002,writing and editing,134
2002,computer games,130
2002,newspapers,78
2002,international affairs,88
2002,banking,218
2002,food production,325
2002,electrical/electronic manufacturing,1010
2002,education management,1284
2002,libraries,11
2002,philanthropy,158
2002,insurance,759
2002,"leisure, travel & tourism",864
2002,consumer electronics,296
2002,investment banking,173
2002,staffing and recruiting,1338
2002,defense & space,161
2002,public relations and communications,599
2002,consumer services,451
2002,professional training & coaching,1177
2002,shipbuilding,42
2002,machinery,747
2002,retail,1078
2002,construction,3097
2002,oil & energy,800
2002,computer hardware,290
2002,biotechnology,363
2002,photography,358
2002,aviation & aerospace,175
2002,design,1435
2002,architecture & planning,1028
2002,cosmetics,234
2002,mechanical or industrial engineering,1139
2002,online media,222
2002,political organization,35
2002,investment management,471
2002,real estate,2024
2002,religious institutions,134
2002,arts and crafts,241
2002,government administration,185
2002,luxury goods & jewelry,154
2002,mental health care,216
2002,import and export,365
2002,translation and localization,196
2002,media production,719
2002,financial services,2096
2002,industrial automation,486
2002,furniture,422
2002,primary/secondary education,181
2002,outsourcing/offshoring,215
2002,packaging and containers,203
2002,hospital & health care,1226
2002,security and investigations,493
2002,legislative office,6
2002,accounting,958
2002,non-profit organization management,1388
2002,motion pictures and film,268
2002,individual & family services,330
2002,airlines/aviation,222
2002,printing,464
2002,wholesale,521
2002,textiles,291
2002,alternative medicine,77
2002,international trade and development,345
2002,"health, wellness and fitness",1443
2002,sports,481
2002,fund-raising,101
2002,railroad manufacture,24
2002,law enforcement,37
2002,package/freight delivery,66
2002,warehousing,52
2002,nanotechnology,36
2002,public policy,84
2002,civil engineering,533
2002,maritime,223
2002,fishery,17
2002,telecommunications,1354
2002,entertainment,769
2002,human resources,1060
2002,hospitality,804
2002,legal services,705
2002,publishing,466
2002,judiciary,42
2002,fine art,184
2002,venture capital & private equity,194
2002,computer software,2355
2002,sporting goods,164
2002,think tanks,89
2002,paper & forest products,64
2002,e-learning,303
2002,higher education,464
2002,alternative dispute resolution,30
2002,chemicals,345
2002,business supplies and equipment,396
2002,mining & metals,321
2002,marketing and advertising,4005
2002,museums and institutions,103
2002,law practice,828
2002,veterinary,105
2002,graphic design,620
2002,medical devices,528
2002,market research,244
2002,farming,231
2002,apparel & fashion,630
2002,consumer goods,437
2002,utilities,209
2002,music,464
2002,computer & network security,314
2002,performing arts,185
2002,internet,1758
2002,gambling & casinos,52
2002,executive office,69
2002,government relations,88
2002,dairy,19
2002,recreational facilities and services,130
2002,automotive,1002
2002,logistics and supply chain,610
2002,military,34
2002,information services,253
2002,plastics,236
2002,medical practice,516
2002,supermarkets,24
2003,architecture & planning,1225
2003,events services,1155
2003,motion pictures and film,306
2003,management consulting,3240
2003,design,1659
2003,capital markets,66
2003,financial services,2433
2003,religious institutions,170
2003,packaging and containers,236
2003,farming,248
2003,ranching,36
2003,music,507
2003,international affairs,75
2003,computer networking,315
2003,recreational facilities and services,161
2003,philanthropy,183
2003,fund-raising,102
2003,translation and localization,251
2003,information services,324
2003,utilities,240
2003,public safety,113
2003,computer games,166
2003,alternative dispute resolution,34
2003,sports,631
2003,security and investigations,580
2003,consumer goods,522
2003,electrical/electronic manufacturing,1155
2003,venture capital & private equity,169
2003,medical practice,604
2003,primary/secondary education,219
2003,legal services,869
2003,industrial automation,524
2003,arts and crafts,232
2003,writing and editing,177
2003,biotechnology,432
2003,environmental services,890
2003,food production,365
2003,computer & network security,366
2003,textiles,332
2003,business supplies and equipment,430
2003,wine and spirits,210
2003,higher education,469
2003,consumer electronics,402
2003,government administration,220
2003,shipbuilding,50
2003,retail,1227
2003,"health, wellness and fitness",1707
2003,railroad manufacture,16
2003,banking,202
2003,political organization,34
2003,mining & metals,415
2003,animation,99
2003,civic & social organization,484
2003,insurance,851
2003,pharmaceuticals,503
2003,graphic design,718
2003,computer hardware,316
2003,alternative medicine,95
2003,medical devices,597
2003,program development,186
2003,warehousing,74
2003,hospital & health care,1311
2003,public relations and communications,649
2003,staffing and recruiting,1339
2003,computer software,2656
2003,individual & family services,361
2003,food & beverages,915
2003,human resources,1163
2003,commercial real estate,212
2003,renewables & environment,580
2003,government relations,109
2003,wireless,154
2003,performing arts,221
2003,"leisure, travel & tourism",947
2003,telecommunications,1552
2003,professional training & coaching,1378
2003,accounting,1109
2003,fishery,31
2003,defense & space,161
2003,supermarkets,19
2003,broadcast media,356
2003,restaurants,356
2003,chemicals,426
2003,veterinary,113
2003,market research,257
2003,package/freight delivery,64
2003,nanotechnology,46
2003,research,529
2003,luxury goods & jewelry,182
2003,oil & energy,909
2003,law practice,964
2003,airlines/aviation,204
2003,hospitality,922
2003,e-learning,314
2003,mental health care,197
2003,gambling & casinos,59
2003,executive office,66
2003,entertainment,839
2003,logistics and supply chain,710
2003,investment banking,206
2003,sporting goods,207
2003,aviation & aerospace,220
2003,semiconductors,146
2003,judiciary,69
2003,construction,3602
2003,law enforcement,38
2003,consumer services,578
2003,online media,276
2003,maritime,240
2003,public policy,78
2003,museums and institutions,116
2003,non-profit organization management,1572
2003,civil engineering,576
2003,mechanical or industrial engineering,1276
2003,machinery,790
2003,marketing and advertising,4666
2003,fine art,197
2003,education management,1414
2003,building materials,616
2003,think tanks,86
2003,facilities services,626
2003,military,29
2003,tobacco,7
2003,printing,531
2003,international trade and development,406
2003,wholesale,606
2003,photography,454
2003,furniture,470
2003,publishing,554
2003,investment management,521
2003,newspapers,86
2003,import and export,393
2003,outsourcing/offshoring,260
2003,automotive,1162
2003,transportation/trucking/railroad,691
2003,internet,2057
2003,dairy,38
2003,cosmetics,263
2003,real estate,2462
2003,media production,862
2003,information technology and services,7872
2003,plastics,243
2003,libraries,20
2003,paper & forest products,75
2003,"glass, ceramics & concrete",66
2003,apparel & fashion,713
2003,legislative office,5
2004,real estate,2855
2004,package/freight delivery,59
2004,translation and localization,266
2004,import and export,402
2004,wine and spirits,226
2004,writing and editing,216
2004,investment banking,178
2004,defense & space,167
2004,events services,1241
2004,renewables & environment,692
2004,capital markets,76
2004,professional training & coaching,1541
2004,"health, wellness and fitness",1934
2004,alternative dispute resolution,29
2004,insurance,943
2004,railroad manufacture,23
2004,human resources,1256
2004,paper & forest products,78
2004,food production,479
2004,"leisure, travel & tourism",1180
2004,international trade and development,398
2004,computer networking,280
2004,biotechnology,462
2004,graphic design,820
2004,financial services,2595
2004,judiciary,56
2004,security and investigations,646
2004,information technology and services,8478
2004,consumer electronics,415
2004,e-learning,360
2004,broadcast media,413
2004,logistics and supply chain,673
2004,maritime,270
2004,nanotechnology,67
2004,research,527
2004,international affairs,96
2004,hospitality,1133
2004,electrical/electronic manufacturing,1194
2004,mining & metals,467
2004,museums and institutions,101
2004,think tanks,126
2004,sports,702
2004,airlines/aviation,258
2004,philanthropy,189
2004,political organization,51
2004,banking,242
2004,farming,263
2004,government relations,115
2004,government administration,174
2004,building materials,662
2004,wholesale,660
2004,fine art,219
2004,machinery,818
2004,media production,923
2004,computer & network security,396
2004,entertainment,1028
2004,legislative office,6
2004,investment management,558
2004,libraries,17
2004,religious institutions,173
2004,business supplies and equipment,507
2004,semiconductors,145
2004,"glass, ceramics & concrete",116
2004,construction,3933
